ID	Other_ID	Other_ID_2	Genus	Species	Material	Element	Site_Region	Site_updated	Site	Country	Lat	Long	Age_Name_BP	Age info	Date_Maximum_BP	Date_Minimum_BP	Accession	Age_note	Meta Population	mt Haplotype	Sex	Y_chr	Cov (reported)			Mean Depth	BoC %	Bam file location_NIH	Bam file location_LMU (OLD)	Bam file location_LMU (LATEST)	VCF-name-GLOBUS	BAM-directory-GLOBUS	BAM-name-GLOBUS	Notes	Reference	v1_148g	name_haplo_VCF	Spcode	Site_Region	Age_Mean_BP	analysis-ID	Wolf-Dog_PCA	Dog_PCA (European, Arctic+NA, East Asia, Near Eastern Africa)
TRF.04.35	AL2071	SNRM_580465	Canis	familiaris			Greenland	Greenland1	Greenland	Greenland	74.584	-27.451	Post						Arctic_Dogs		M		0.01			0.01	1.15	/data/feuerborntr/Bams/TRF.04.35_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_GL/TRF.04.35_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_GL	TRF.04.35_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Greenland data		TRF.04.35	D	Greenland1	Post	D_Greenland1_Post	Dogs	Arctic_Dogs
TRF.06.05	P80	ZMK 16/1987	Canis	familiaris			SydKap	SydKap1	Syd Kap	Greenland	71.30	-25.13	100						Arctic_Dogs	NA	M		0.01			0.01	0.69	/data/feuerborntr/Bams/TRF.06.05_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_GL/TRF.06.05_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_GL	TRF.06.05_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Greenland data		TRF.06.05	D	SydKap1	100	D_SydKap1_100	Dogs	Arctic_Dogs
TRF.06.06	P81	ZMK 29/1932	Canis	familiaris			MikisFjord	MikisFjord1	Mikis Fjord	Greenland	68.15	-31.50	Pre	Thule					Arctic_Dogs	A1a	M		0.01			0.01	0.93	/data/feuerborntr/Bams/TRF.06.06_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_GL/TRF.06.06_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_GL	TRF.06.06_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Greenland data		TRF.06.06	D	MikisFjord1	Pre	D_MikisFjord1_Pre	Dogs	Arctic_Dogs
TRF.06.07	P82	ZMK 45/1995	Canis	familiaris			Asummiut	Asummiut1	Asummiut	Greenland	66.9	-53.7	Pre	14th-16th Century					Arctic_Dogs	NA	U		0.01			0.01	0.54	/data/feuerborntr/Bams/TRF.06.07_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_GL/TRF.06.07_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_GL	TRF.06.07_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Greenland data		TRF.06.07	D	Asummiut1	Pre	D_Asummiut1_Pre	Dogs	Arctic_Dogs
TRF.01.09_EA	P68/2016KMG	ZMK 28/1932	Canis	familiaris	Bone	Petrous	Dodemandsbugten-EA	Dodemandsbugten-EA1	Dødemandsbugten	Greenland	74.27	-21	Pre	Pre-contact					Arctic_Dogs	A1a	M		2.77			2.68	68.13	/data/feuerborntr/Bams/TRF.01.09_EA_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_GL/TRF.01.09_EA_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_GL	TRF.01.09_EA_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Greenland data			D	Dodemandsbugten-EA1	Pre	D_Dodemandsbugten-EA1_Pre	Dogs	Arctic_Dogs
TRF.01.49_EA	P53/2017KMG	MK 1057	Canis	familiaris	Bone	Petrous	EastGL-EA	EastGL-EA1	East	Greenland	65.85	-40.76	Post	Collected 1885					Arctic_Dogs	A1a	F		1.92			1.62	68.93	/data/feuerborntr/Bams/TRF.01.49_EA_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_GL/TRF.01.49_EA_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_GL	TRF.01.49_EA_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Greenland data			D	EastGL-EA1	Post	D_EastGL-EA1_Post	Dogs	Arctic_Dogs
TRF.01.07_EA	P66/2016KMG	ZMK 58/1985	Canis	familiaris	Bone	Petrous	HallLand-EA	HallLand-EA1	”Monumentet”, Hall Land	Greenland	81.33	-58.00	Post	Collected 1985					Arctic_Dogs	A2a	M		0.29			0.29	24.63	/data/feuerborntr/Bams/TRF.01.07_EA_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_GL/TRF.01.07_EA_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_GL	TRF.01.07_EA_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Greenland data			D	HallLand-EA1	Post	D_HallLand-EA1_Post	Dogs	Arctic_Dogs
TRF.01.04_EA	P63/2016KMG	ZMK 6/1895	Canis	familiaris	Bone	Petrous	HeklaHavn-EA	HeklaHavn-EA1	Hekla Havn	Greenland	70.47	-26.18	Pre	Collected 1895					Arctic_Dogs	A2a	M		0.62			0.62	45.37	/data/feuerborntr/Bams/TRF.01.04_EA_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_GL/TRF.01.04_EA_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_GL	TRF.01.04_EA_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Greenland data			D	HeklaHavn-EA1	Pre	D_HeklaHavn-EA1_Pre	Dogs	Arctic_Dogs
TRF.01.05_EA	P64/2016KMG	ZMK 6/1895	Canis	familiaris	Bone	Petrous	HeklaHavn-EA	HeklaHavn-EA2	Hekla Havn	Greenland	70.47	-26.18	Pre	Collected 1895					Arctic_Dogs	A2a	M		0.78			0.78	52.09	/data/feuerborntr/Bams/TRF.01.05_EA_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_GL/TRF.01.05_EA_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_GL	TRF.01.05_EA_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Greenland data			D	HeklaHavn-EA2	Pre	D_HeklaHavn-EA2_Pre	Dogs	Arctic_Dogs
TRF.01.06_EA	P65/2016KMG	ZMK 6/1895	Canis	familiaris	Bone	Petrous	HeklaHavn-EA	HeklaHavn-EA3	Hekla Havn	Greenland	70.47	-26.18	Pre	Collected 1895					Arctic_Dogs	A2a	M		0.75			0.76	51.97	/data/feuerborntr/Bams/TRF.01.06_EA_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_GL/TRF.01.06_EA_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_GL	TRF.01.06_EA_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Greenland data			D	HeklaHavn-EA3	Pre	D_HeklaHavn-EA3_Pre	Dogs	Arctic_Dogs
TRF.01.08_EA	P67/2016KMG	ZMK 18/1932	Canis	familiaris	Bone	Petrous	Misigtoq-EA	Misigtoq-EA1	Misigtoq	Greenland	65.81	-37	Pre	1350-1500AD					Arctic_Dogs	A1b	M		1.75			0.78	44.18	/data/feuerborntr/Bams/TRF.01.08_EA_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_GL/TRF.01.08_EA_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_GL	TRF.01.08_EA_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Greenland data			D	Misigtoq-EA1	Pre	D_Misigtoq-EA1_Pre	Dogs	Arctic_Dogs
TRF.01.30_EA	P34/2017KMG	MK 1059	Canis	familiaris	Bone	Petrous	Qeqertarsuagg-EA	Qeqertarsuagg-EA1	Qeqertarsuagg	Greenland	69.25	-53.53	Post	Collected 1950					Arctic_Dogs	A1a	M		1.54			1.42	71	/data/feuerborntr/Bams/TRF.01.30_EA_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_GL/TRF.01.30_EA_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_GL	TRF.01.30_EA_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Greenland data			D	Qeqertarsuagg-EA1	Post	D_Qeqertarsuagg-EA1_Post	Dogs	Arctic_Dogs
TRF.01.46_EA	P50/2017KMG	ZMK 30/2017	Canis	familiaris	Bone	Petrous	SaundersIsland-EA	SaundersIsland-EA1	Saunders Island	Greenland	76.57	-69.83	Post	Collected 1903/4					Arctic_Dogs	A1a	M		2.77			2.56	60.3	/data/feuerborntr/Bams/TRF.01.46_EA_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_GL/TRF.01.46_EA_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_GL	TRF.01.46_EA_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Greenland data			D	SaundersIsland-EA1	Post	D_SaundersIsland-EA1_Post	Dogs	Arctic_Dogs
TRF.01.35_EA	P39/2017KMG	ZMK 31/2017	Canis	familiaris	Bone	Petrous	Siorapaluk-EA	Siorapaluk-EA1	Siorapaluk, Qaanaaq	Greenland	77.79	-70.63	Post	Collected Before 1977					Arctic_Dogs	A2a	M		2.6			2.46	84.95	/data/feuerborntr/Bams/TRF.01.35_EA_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_GL/TRF.01.35_EA_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_GL	TRF.01.35_EA_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Greenland data			D	Siorapaluk-EA1	Post	D_Siorapaluk-EA1_Post	Dogs	Arctic_Dogs
TRF.01.57_EA	P61/2017KMG	ZMK 31/2017	Canis	familiaris	Bone	Petrous	Siorapaluk-EA	Siorapaluk-EA2	Siorapaluk	Greenland	77.79	-70.63	Post	Collected Before 1977					Arctic_Dogs	A2a	M		2.35			#N/A	#N/A	/data/feuerborntr/Bams/TRF.01.57_EA_Merged.CanFam3.1Y.rmdup.bam				Unpub_TRF_GL	TRF.01.57_EA_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Greenland data		#N/A	D	Siorapaluk-EA2	Post	D_Siorapaluk-EA2_Post	Dogs	Arctic_Dogs
TRF.01.01_EA	P60/2016KMG	ZMK 13w/1909	Canis	familiaris	Bone	Petrous	StormbugtI-EA	StormbugtI-EA1	Stormbugt I	Greenland	76.79	-19.34	Pre	Pre-contact					Arctic_Dogs	A2a	M		0.95			0.92	54.08	/data/feuerborntr/Bams/TRF.01.01_EA_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_GL/TRF.01.01_EA_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_GL	TRF.01.01_EA_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Greenland data			D	StormbugtI-EA1	Pre	D_StormbugtI-EA1_Pre	Dogs	Arctic_Dogs
TRF.01.03_EA	P62/2016KMG	ZMK 23/1932	Canis	familiaris	Bone	Petrous	Sukersit-EA	Sukersit-EA1	Sukersit	Greenland	65.98	-37.95	Pre	Pre-contact					Arctic_Dogs	A2a	M		0.97			0.96	57.14	/data/feuerborntr/Bams/TRF.01.03_EA_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_GL/TRF.01.03_EA_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_GL	TRF.01.03_EA_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Greenland data			D	Sukersit-EA1	Pre	D_Sukersit-EA1_Pre	Dogs	Arctic_Dogs
TRF.01.12	P71/2016KMG	ZMK 11/1934	Canis	familiaris	Bone	Petrous	V52	V521	V52	Greenland			1000						European_Dogs	A1a	M		0.84			0.78	48.92	/data/feuerborntr/Bams/TRF.01.12_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_NA/TRF.01.12_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_NA	TRF.01.12_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished North America data		TRF.01.12	D	V52	1000	D_V52_1000	Dogs	European_Dogs
TRF.01.67	P531/2021PB	ZMK70/1937	Canis	familiaris	Bone		Qeqertasagsuk	Qeqertasagsuk1	Qeqertasagsuk	Greenland	68.58	-51.13	3000						Arctic_Dogs	A2a	F		0.11			0.11	10.53	/data/feuerborntr/Bams/TRF.01.67_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_NA/TRF.01.67_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_NA	TRF.01.67_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished North America data		TRF.01.67	D	Qeqertasagsuk1	3000	D_Qeqertasagsuk1_3000	Dogs	Arctic_Dogs
TRF.01.65	P529/2021PB	ZMK136/1989	Canis	familiaris	Bone		Nipisat I	NipisatI1	Nipisat I	Greenland	66.81	-53.51	3000						Arctic_Dogs				0.00			0	0.13			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_NA/TRF.01.65_Merged.CanFam3.1Y.rmdup.bam							TRF.01.65	D	NipisatI1	3000	D_NipisatI1_3000	Dogs	Arctic_Dogs
TRF.01.66	P530/2021PB	ZMK70/1937	Canis	familiaris	Bone		Qeqertasagsuk	Qeqertasagsuk2	Qeqertasagsuk	Greenland	68.58	-51.13	3000						Arctic_Dogs				0.00			0	0.21			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_NA/TRF.01.66_Merged.CanFam3.1Y.rmdup.bam							TRF.01.66	D	Qeqertasagsuk2	3000	D_Qeqertasagsuk2_3000	Dogs	Arctic_Dogs
TRF.01.68	P532/2021PB	ZMK70/1937	Canis	familiaris	Bone		Qeqertasagsuk	Qeqertasagsuk3	Qeqertasagsuk	Greenland	68.58	-51.13	3000						Arctic_Dogs				0.01			0.01	0.55			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_NA/TRF.01.68_Merged.CanFam3.1Y.rmdup.bam							TRF.01.68	D	Qeqertasagsuk3	3000	D_Qeqertasagsuk3_3000	Dogs	Arctic_Dogs
TRF.01.69	P533/2021PB	ZMK350/1982	Canis	familiaris	Bone		Qajaa	Qajaa	Qajaa	Greenland	69.29	-53.37	3000						Arctic_Dogs				0.00			0	0.02			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_NA/TRF.01.69_Merged.CanFam3.1Y.rmdup.bam							TRF.01.69	D	Qajaa	3000	D_Qajaa_3000	Dogs	Arctic_Dogs
CANIS-HMNH-007	V.58.1734		Canis	lupus			Istallosko	Istallosko1	Istállóskő	Hungary	48.07	20.43	3525	3525					Western_Eurasian_Wolves		F		1.09			1.2	68.55		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/HMNH_007.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/HMNH_007.bam		Unpub_AB_wolf	HMNH_007.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		CANIS-HMNH-007	W	Istallosko1	3525	W_Istallosko1_3525	Western_Eurasian_Wolves	Wolves
DS-CANIS-HMNH-011	V.58.1735		Canis	lupus			Leanybarlang	Leanybarlang1	Leánybarlang	Hungary	47.70	18.83	6719	6719					Western_Eurasian_Wolves		F		1.4			1.58	76.98		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/HMNH_011.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/HMNH_011.bam		Unpub_AB_wolf	HMNH_011.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		DS-CANIS-HMNH-011	W	Leanybarlang1	6719	W_Leanybarlang1_6719	Western_Eurasian_Wolves	Wolves
DS-CANIS-HMNH-017	V.61.2018	HMNH_017	Canis	familiaris			PetenyiBarlang	PetenyiBarlang1	Petényi-barlang, hallstadti réteg	Hungary	48.0474207	20.423869	5907	5907					European_Dogs				0.4			0.47	34.83		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/HMNH_017.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Other/HMNH_017.bam		Other	HMNH_017.bam		Unpublished data		DS-CANIS-HMNH-017	D	PetenyiBarlang1	5907	D_PetenyiBarlang1_5907	Dogs	European_Dogs
SC1089_L1_b	RMNH_MAM2_29294	AL2041	Canis	lupus	Bone		TenggerJava	TenggerJava1	Mt. Tengger Java	Indonesia			100	150BP - Present					Eastern_Eurasian_Wolves							0.84	42.76		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient_rehead/SC1089_rmdup.bam 	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_Sophy/SC1089_rmdup.bam		Unpub_Sophy	SC1089_rmdup.bam		Sophy unpublished data		SC1089	W	TenggerJava1	hist	W_TenggerJava1_hist	Eastern_Eurasian_Wolves	Wolves
AL2571_Iran	TepeGhela	AL2571	Canis	familiaris	Bone	Cranium	TepeGhelaGap	TepeGhelaGap1	Tepe Ghela Gap	Iran	36.46	47.07	5826	5826			#N/A		African_NearEast_India_Dogs	A	M		1.1			1.52	72.87		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/AL2571_Iran_rmdup.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Bergstrom2020/AL2571_Iran_rmdup.bam		Bergstrom2020	AL2571_Iran_rmdup.bam		Bergström et al. (2020) 'Origins and genetic legacy of prehistoric dogs', Science, 370: 557-564		AL2571_Iran	D	TepeGhelaGap1	5826	D_TepeGhelaGap1_5826	Dogs	African_NearEast_India_Dogs
367			Canis	lupus			Ballynamintra	Ballynamintra1	Ballynamintra Cave	Ireland	52.15	-7.7	13334	13334	13227	13440			Pleistocene_Wolves		F		0.02			0.02	1.7		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/367.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/367_reheader.bam		Unpub_AB_wolf	367_reheader.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320	Y	367	W	Ballynamintra1	13334	W_Ballynamintra1_13334	Pleistocene_Wolves	Wolves
IRK	P46095		Canis	lupus			Plunkett	Plunkett1	Plunkett Cave, Kesh caves	Ireland	54.06	-8.45	13219	13219	13332	13106			Western_Eurasian_Wolves		F		0.2			0.23	19.63		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient_rehead/IRK.canFam31.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/IRK.canFam31.bam		Unpub_AB_wolf	IRK.canFam31.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		IRK	W	Plunkett1	13219	W_Plunkett1_13219	Western_Eurasian_Wolves	Wolves
Dog1-PU	Parknabinnia	CL153 98E230 IDnc058 188 110	Canis	familiaris	Bone		Parknabinnia	Parknabinnia1	Parknabinnia	Ireland	53.0	-9.1	2733	2733	2770	2696			European_Dogs		M		4.17			4.21	97.69	/data/feuerborntr/Mapped/Ireland/Dog1-PU.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Feuerborn2021_remapped/Dog1-PU.CanFam3.1Y.rmdup.bam		Feuerborn2021_remapped	Dog1-PU.CanFam3.1Y.rmdup.bam	Original files used for this publication in: Feuerborn2021	Feuerborn et al. (2021) 'Modern Siberian dog ancestry was shaped by several thousand years of Eurasian-wide trade and human dispersal'		Dog1-PU	D	Parknabinnia1	2733	D_Parknabinnia1_2733	Dogs	European_Dogs
NGDG	Newgrange		Canis	familiaris	Bone	Petrous	Newgrange	Newgrange1	Newgrange	Ireland	53.69	-6.48	4800	4800	4900	4700	PRJEB13070		European_Dogs	C	M		28			33.29	99.43		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/NGDG_fullmerge_rmdup_rmdup_realgined_6_5_15.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Pub_before_2020/NGDG_fullmerge_rmdup_rmdup_realgined_6_5_15.bam		Pub_before_2020	NGDG_fullmerge_rmdup_rmdup_realgined_6_5_15.bam		Frantz et al. (2016) 'Genomic and archaeological evidence suggest a dual origin of domestic dogs', Science, 352: 1228-1231		NGDG	D	Newgrange1	4800	D_Newgrange1_4800	Dogs	European_Dogs
ASHQ01_P8903	ASHQ01		Canis	familiaris	Bone	Cochlea	Ashkelon	Ashkelon1	Ashkelon	Israel	31.67	34.57	2300	2300			#N/A		African_NearEast_India_Dogs	A	F		2.4			2.61	88.54		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/ASHQ01_P8903_1002_S2_L002_seqprep.canFam3.fa.srt.rmdup.80perc.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Bergstrom2020/ASHQ01_P8903_1002_S2_L002_seqprep_reheader.bam		Bergstrom2020	ASHQ01_P8903_1002_S2_L002_seqprep_reheader.bam		Bergström et al. (2020) 'Origins and genetic legacy of prehistoric dogs', Science, 370: 557-564		ASHQ01_P8903	D	Ashkelon1	2300	D_Ashkelon1_2300	Dogs	African_NearEast_India_Dogs
ASHQ06_P8903	ASHQ06		Canis	familiaris	Bone	Cochlea	Ashkelon	Ashkelon2	Ashkelon	Israel	31.67	34.57	2300	2300			#N/A		African_NearEast_India_Dogs	A	F		1.8			1.94	82.01		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/ASHQ06_P8903_1003_S3_L003_seqprep.canFam3.fa.srt.rmdup.80perc.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Bergstrom2020/ASHQ06_P8903_1003_S3_L003_seqprep_reheader.bam		Bergstrom2020	ASHQ06_P8903_1003_S3_L003_seqprep_reheader.bam		Bergström et al. (2020) 'Origins and genetic legacy of prehistoric dogs', Science, 370: 557-564		ASHQ06_P8903	D	Ashkelon2	2300	D_Ashkelon2_2300	Dogs	African_NearEast_India_Dogs
ASHQ08_P8903	ASHQ08		Canis	familiaris	Bone	Petrous	Ashkelon	Ashkelon3	Ashkelon	Israel	31.67	34.57	2300	2300			#N/A		African_NearEast_India_Dogs	A	M		2.2			2.3	85.98		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/ASHQ08_P8903_1004_S4_L004_seqprep.canFam3.fa.srt.rmdup.80perc.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Bergstrom2020/ASHQ08_P8903_1004_S4_L004_seqprep_reheader.bam		Bergstrom2020	ASHQ08_P8903_1004_S4_L004_seqprep_reheader.bam		Bergström et al. (2020) 'Origins and genetic legacy of prehistoric dogs', Science, 370: 557-564		ASHQ08_P8903	D	Ashkelon3	2300	D_Ashkelon3_2300	Dogs	African_NearEast_India_Dogs
TGEZ06_P8903	TGEZ06		Canis	familiaris	Bone	Petrous	TelGezer	TelGezer1	Tel Gezer	Israel	31.86	34.92	3500	3500	4500	2500	#N/A		African_NearEast_India_Dogs	D	M		0.9			0.92	58.11		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/TGEZ06_P8903_1007_S7_L007_seqprep.canFam3.fa.srt.rmdup.80perc.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Bergstrom2020/TGEZ06_P8903_1007_S7_L007_seqprep_reheader.bam		Bergstrom2020	TGEZ06_P8903_1007_S7_L007_seqprep_reheader.bam		Bergström et al. (2020) 'Origins and genetic legacy of prehistoric dogs', Science, 370: 557-564		TGEZ06_P8903	D	TelGezer1	3500	D_TelGezer1_3500	Dogs	African_NearEast_India_Dogs
THRZ02_TelHreiz	THRZ02		Canis	familiaris	Bone	Petrous	TelHreiz	TelHreiz1	Tel Hreiz	Israel	32.74	35.05	7000	7000			#N/A		African_NearEast_India_Dogs	A	F		0.1			0.1	9.46		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/THRZ02_TelHreiz_P9230_1001_S59_L008_seqprep.canFam3.fa.srt.rmdup.80perc.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Bergstrom2020/THRZ02_TelHreiz_P9230_1001_S59_L008_seqprep_reheader.bam		Bergstrom2020	THRZ02_TelHreiz_P9230_1001_S59_L008_seqprep_reheader.bam		Bergström et al. (2020) 'Origins and genetic legacy of prehistoric dogs', Science, 370: 557-564		THRZ02_TelHreiz	D	TelHreiz1	7000	D_TelHreiz1_7000	Dogs	African_NearEast_India_Dogs
UZAA01_P8903	UZAA01		Canis	familiaris	Bone	Petrous	Uza	Uza1	Uza	Israel	31.59	34.76	875	875			#N/A		African_NearEast_India_Dogs	A	M		5.5			6	98.71		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/UZAA01_P8903_1008_S8_L008_seqprep.canFam3.fa.srt.rmdup.80perc.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Bergstrom2020/UZAA01_P8903_1008_S8_L008_seqprep_reheader.bam		Bergstrom2020	UZAA01_P8903_1008_S8_L008_seqprep_reheader.bam		Bergström et al. (2020) 'Origins and genetic legacy of prehistoric dogs', Science, 370: 557-564		UZAA01_P8903	D	Uza1	875	D_Uza1_875	Dogs	African_NearEast_India_Dogs
UZAA02_Israel	UZAA02		Canis	familiaris	Bone	Petrous	Uza	Uza2	Uza	Israel	31.59	34.76	1600	1600			#N/A		African_NearEast_India_Dogs	A	F		5.8			5.61	98.59		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/UZAA02_Israel_Byzantine.P8903_1009_S26_L006_seqprep.canFam3.fa.srt.rmdup.80perc.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Bergstrom2020/UZAA02_Israel_Byzantine_reheader.bam		Bergstrom2020	UZAA02_Israel_Byzantine_reheader.bam		Bergström et al. (2020) 'Origins and genetic legacy of prehistoric dogs', Science, 370: 557-564		UZAA02_Israel	D	Uza2	1600	D_Uza2_1600	Dogs	African_NearEast_India_Dogs
